{Mulch=t} => {Class=True}
{Wkna8=t} => {Class=True}
{Bkon8=t,Bkxcr=t} => {Class=True}
{Mulch=t,Wknck=t} => {Class=True}
{Cntxt=f,Mulch=t} => {Class=True}
{Blxwp=f,Mulch=t} => {Class=True}
{Bkspr=f,Mulch=t} => {Class=True}
{Mulch=t,R2ar8=t} => {Class=True}
{Mulch=t,Skewr=t} => {Class=True}
{Mulch=t,Wkpos=t} => {Class=True}
{Mulch=t,Wtoeg=n} => {Class=True}
{Katri5=n,Mulch=t} => {Class=True}
{Mulch=t,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f} => {Class=True}
{Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f} => {Class=True}
{Dsopp=f,Mulch=t} => {Class=True}
{Bknwy=f,Mulch=t} => {Class=True}
{Mulch=t,Wkna8=f} => {Class=True}
{Mulch=t,Skrxp=f} => {Class=True}
{Mulch=t,Thrsk=f} => {Class=True}
{Blxwp=f,Wkna8=t} => {Class=True}
{Wkna8=t,Wknck=f} => {Class=True}
{Wkna8=t,Wkovl=t} => {Class=True}
{Bkspr=f,Wkna8=t} => {Class=True}
{R2ar8=t,Wkna8=t} => {Class=True}
{Bxqsq=f,Wkna8=t} => {Class=True}
{Katri5=n,Wkna8=t} => {Class=True}
{Rkxwp=f,Wkna8=t} => {Class=True}
{Rimmx=f,Wkna8=t} => {Class=True}
{Wkcti=f,Wkna8=t} => {Class=True}
{Reskr=f,Wkna8=t} => {Class=True}
{Bkona=f,Wkna8=t} => {Class=True}
{Bknwy=f,Wkna8=t} => {Class=True}
{Mulch=f,Wkna8=t} => {Class=True}
{Bkon8=f,Wkna8=t} => {Class=True}
{Skrxp=t,Wknck=t} => {Class=True}
{R2ar8=t,Skrxp=t} => {Class=True}
{Rimmx=f,Skrxp=t} => {Class=True}
{Cntxt=f,Rxmsq=t} => {Class=True}
{Qxmsq=f,Rxmsq=t} => {Class=True}
{Bkblk=f,Katri5=b} => {Class=True}
{Bknwy=t,Bxqsq=t} => {Class=True}
{Bkblk=t,Bxqsq=t} => {Class=True}
{Bkblk=t,Wknck=t} => {Class=True}
{Bkxwp=t,Bxqsq=t} => {Class=True}
{Bkxwp=t,Wknck=t} => {Class=True}
{Bkxcr=f,Bkxwp=t} => {Class=True}
{Bxqsq=t,Wkpos=f} => {Class=True}
{Cntxt=f,Wkpos=f} => {Class=True}
{Bkxcr=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Wkovl=f} => {Class=True}
{Blxwp=t,Bxqsq=t} => {Class=True}
{Bxqsq=t,Skewr=t} => {Class=True}
{Bxqsq=t,Wtoeg=n} => {Class=True}
{Bxqsq=t,Rimmx=f} => {Class=True}
{Dwipd=g,Wknck=t} => {Class=True}
{Bkspr=t,Wknck=t} => {Class=True}
{Bkxcr=t,Wknck=t} => {Class=True}
{Blxwp=t,Wknck=t} => {Class=True}
{R2ar8=t,Wknck=t} => {Class=True}
{Rimmx=f,Wknck=t} => {Class=True}
{Bkon8=t,Bkxcr=t,Rimmx=f} => {Class=True}
{Bkon8=t,Bkxcr=t,Wkcti=f} => {Class=True}
{Bkon8=t,Bkxcr=t,Dsopp=f} => {Class=True}
{Bkon8=t,Bkxcr=t,Wkna8=f} => {Class=True}
{Bkon8=t,Rimmx=f,Skewr=t} => {Class=True}
{Bkon8=t,Rimmx=f,Wtoeg=n} => {Class=True}
{Bknwy=f,Bkon8=t,Wtoeg=n} => {Class=True}
{Mulch=t,Rkxwp=f,Wkovl=f} => {Class=True}
{Mulch=t,Rimmx=f,Wkovl=f} => {Class=True}
{Mulch=t,Wkna8=f,Wkovl=f} => {Class=True}
{Mulch=t,Thrsk=f,Wkovl=f} => {Class=True}
{Bkspr=f,Mulch=t,Wknck=t} => {Class=True}
{Mulch=t,Rkxwp=f,Wknck=t} => {Class=True}
{Mulch=t,Rimmx=f,Wknck=t} => {Class=True}
{Dsopp=f,Mulch=t,Wknck=t} => {Class=True}
{Mulch=t,Skrxp=f,Wknck=t} => {Class=True}
{Mulch=t,Thrsk=f,Wknck=t} => {Class=True}
{Blxwp=f,Katri5=n,Mulch=t} => {Class=True}
{Bkspr=f,Mulch=t,Skewr=t} => {Class=True}
{Bkspr=f,Mulch=t,Wtoeg=n} => {Class=True}
{Bkspr=f,Katri5=n,Mulch=t} => {Class=True}
{Bkspr=f,Mulch=t,Reskr=f} => {Class=True}
{Bkspr=f,Dsopp=f,Mulch=t} => {Class=True}
{Bkspr=f,Mulch=t,Skrxp=f} => {Class=True}
{Bkspr=f,Mulch=t,Thrsk=f} => {Class=True}
{Mulch=t,R2ar8=t,Rimmx=f} => {Class=True}
{Katri5=n,Mulch=t,Skewr=t} => {Class=True}
{Mulch=t,Skewr=t,Wkna8=f} => {Class=True}
{Mulch=t,Skewr=t,Skrxp=f} => {Class=True}
{Katri5=n,Mulch=t,Wtoeg=n} => {Class=True}
{Mulch=t,Wkna8=f,Wtoeg=n} => {Class=True}
{Mulch=t,Skrxp=f,Wtoeg=n} => {Class=True}
{Katri5=n,Mulch=t,Rkxwp=f} => {Class=True}
{Katri5=n,Mulch=t,Rimmx=f} => {Class=True}
{Dsopp=f,Katri5=n,Mulch=t} => {Class=True}
{Katri5=n,Mulch=t,Skrxp=f} => {Class=True}
{Katri5=n,Mulch=t,Thrsk=f} => {Class=True}
{Mulch=t,Rkxwp=f,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f,Rkxwp=f} => {Class=True}
{Mulch=t,Rimmx=f,Wkcti=f} => {Class=True}
{Mulch=t,Reskr=f,Rimmx=f} => {Class=True}
{Dsopp=f,Mulch=t,Wkcti=f} => {Class=True}
{Mulch=t,Thrsk=f,Wkcti=f} => {Class=True}
{Dsopp=f,Mulch=t,Reskr=f} => {Class=True}
{Bkona=f,Mulch=t,Reskr=f} => {Class=True}
{Mulch=t,Reskr=f,Thrsk=f} => {Class=True}
{Dsopp=f,Mulch=t,Wkna8=f} => {Class=True}
