{Age=[20,34),Bilirubin=[0.3,0.8),AlbuMin=[2.1,3.8)} => {Class=True}
{Bilirubin=[0.3,0.8),AlkPhosphate=[26,75.3),AlbuMin=[2.1,3.8)} => {Class=True}
{Sgot=[14,44),AlbuMin=[2.1,3.8),ProTime=[0,52)} => {Class=True}
{AlkPhosphate=[75.3,106),AlbuMin=[2.1,3.8),ProTime=[0,52)} => {Class=True}
{AlkPhosphate=[106,280],Sgot=[14,44),AlbuMin=[2.1,3.8)} => {Class=True}
{Age=[34,44.7),Sgot=[14,44),AlbuMin=[2.1,3.8)} => {Class=True}
{Bilirubin=[1.2,4.8],Sgot=[14,44),AlbuMin=[2.1,3.8)} => {Class=True}
{AlkPhosphate=[75.3,106),Sgot=[44,80.7),AlbuMin=[2.1,3.8)} => {Class=True}
{Age=[34,44.7),AlkPhosphate=[75.3,106),AlbuMin=[2.1,3.8)} => {Class=True}
{AlkPhosphate=[26,75.3),Sgot=[44,80.7),AlbuMin=[2.1,3.8)} => {Class=True}
{Age=[20,34),Bilirubin=[0.3,0.8),ProTime=[0,52)} => {Class=True}
{Age=[34,44.7),AlbuMin=[3.8,4.1),ProTime=[0,52)} => {Class=True}
{AlkPhosphate=[106,280],Sgot=[44,80.7),AlbuMin=[3.8,4.1)} => {Class=True}
{Age=[34,44.7),AlkPhosphate=[106,280],AlbuMin=[3.8,4.1)} => {Class=True}
{AlkPhosphate=[106,280],Sgot=[14,44),ProTime=[0,52)} => {Class=True}
{Age=[34,44.7),Sgot=[14,44),ProTime=[0,52)} => {Class=True}
{AlkPhosphate=[75.3,106),Sgot=[44,80.7),ProTime=[0,52)} => {Class=True}
{Age=[34,44.7),AlkPhosphate=[75.3,106),ProTime=[0,52)} => {Class=True}
{Bilirubin=[0.8,1.2),AlkPhosphate=[106,280],Sgot=[14,44)} => {Class=True}
{Age=[44.7,72],AlkPhosphate=[106,280],Sgot=[14,44)} => {Class=True}
{Bilirubin=[1.2,4.8],Sgot=[14,44),ProTime=[52,73.7)} => {Class=True}
{Age=[20,34),AlkPhosphate=[26,75.3),AlbuMin=[2.1,3.8),ProTime=[0,52)} => {Class=True}
{Age=[20,34),AlkPhosphate=[26,75.3),Sgot=[44,80.7),ProTime=[0,52)} => {Class=True}
{Bilirubin=[0.3,0.8),AlkPhosphate=[106,280],AlbuMin=[3.8,4.1),ProTime=[73.7,100]} => {Class=True}
{Age=[34,44.7),Bilirubin=[0.3,0.8),Sgot=[44,80.7),AlbuMin=[3.8,4.1)} => {Class=True}
{Age=[34,44.7),AlkPhosphate=[26,75.3),Sgot=[44,80.7),AlbuMin=[3.8,4.1)} => {Class=True}
{Age=[34,44.7),Sgot=[44,80.7),AlbuMin=[3.8,4.1),ProTime=[73.7,100]} => {Class=True}
{Age=[34,44.7),Bilirubin=[1.2,4.8],Sgot=[80.7,420],AlbuMin=[3.8,4.1)} => {Class=True}
{Age=[34,44.7),Bilirubin=[0.3,0.8),AlkPhosphate=[26,75.3),ProTime=[0,52)} => {Class=True}
{Age=[34,44.7),AlkPhosphate=[106,280],Sgot=[80.7,420],ProTime=[0,52)} => {Class=True}
{Age=[34,44.7),Bilirubin=[1.2,4.8],AlkPhosphate=[106,280],ProTime=[0,52)} => {Class=True}
{AlkPhosphate=[75.3,106),Sgot=[14,44),AlbuMin=[4.1,5],ProTime=[52,73.7)} => {Class=True}
{Age=[44.7,72],Sgot=[14,44),AlbuMin=[4.1,5],ProTime=[52,73.7)} => {Class=True}
{Bilirubin=[1.2,4.8],AlkPhosphate=[75.3,106),AlbuMin=[4.1,5],ProTime=[52,73.7)} => {Class=True}
{Age=[44.7,72],Bilirubin=[1.2,4.8],AlbuMin=[4.1,5],ProTime=[52,73.7)} => {Class=True}
{Age=[44.7,72],Bilirubin=[1.2,4.8],Sgot=[80.7,420],AlbuMin=[2.1,3.8),ProTime=[0,52)} => {Class=True}
{Age=[44.7,72],Bilirubin=[1.2,4.8],AlkPhosphate=[106,280],Sgot=[80.7,420],AlbuMin=[2.1,3.8)} => {Class=True}
