{Proanthocyanins=[0.41,1.35),Hue=[0.48,0.87)} => {Class= True}
{Proanthocyanins=[0.41,1.35),ColorIntensity=[5.64,13]} => {Class= True}
{flavanoids=[0.34,1.5),Hue=[0.48,0.87)} => {Class= True}
{Hue=[0.48,0.87),OD280_OD315=[1.27,2.3)} => {Class= True}
{TotalPhenols=[0.98,1.95),Hue=[0.48,0.87)} => {Class= True}
{ColorIntensity=[5.64,13],Hue=[0.48,0.87)} => {Class= True}
{flavanoids=[0.34,1.5),ColorIntensity=[5.64,13]} => {Class= True}
{AlcalinityOfAsh=[21,30],flavanoids=[0.34,1.5)} => {Class= True}
{MalicAcid=[2.55,5.8],flavanoids=[0.34,1.5)} => {Class= True}
{Ash=[2.48,3.23],flavanoids=[0.34,1.5)} => {Class= True}
{OD280_OD315=[1.27,2.3),Proline=[560,835)} => {Class= True}
{ColorIntensity=[5.64,13],Proline=[560,835)} => {Class= True}
{ColorIntensity=[5.64,13],OD280_OD315=[1.27,2.3)} => {Class= True}
{MalicAcid=[2.55,5.8],OD280_OD315=[1.27,2.3)} => {Class= True}
{Ash=[2.48,3.23],OD280_OD315=[1.27,2.3)} => {Class= True}
{TotalPhenols=[0.98,1.95),ColorIntensity=[5.64,13]} => {Class= True}
{NonflavanoidsPhenols=[0.42,0.66],ColorIntensity=[5.64,13]} => {Class= True}
{AlcalinityOfAsh=[21,30],ColorIntensity=[5.64,13]} => {Class= True}
{MalicAcid=[2.55,5.8],ColorIntensity=[5.64,13]} => {Class= True}
{Alcohol=[12.5,13.5),Proanthocyanins=[0.41,1.35),Hue=[0.48,0.87)} => {Class= True}
{Alcohol=[12.5,13.5),TotalPhenols=[0.98,1.95),Proanthocyanins=[0.41,1.35)} => {Class= True}
{Proanthocyanins=[0.41,1.35),Hue=[0.48,0.87),Proline=[560,835)} => {Class= True}
{Proanthocyanins=[0.41,1.35),Hue=[0.48,0.87),OD280_OD315=[1.27,2.3)} => {Class= True}
{TotalPhenols=[0.98,1.95),Proanthocyanins=[0.41,1.35),Hue=[0.48,0.87)} => {Class= True}
{Proanthocyanins=[0.41,1.35),ColorIntensity=[5.64,13],Hue=[0.48,0.87)} => {Class= True}
{MalicAcid=[2.55,5.8],Proanthocyanins=[0.41,1.35),Hue=[0.48,0.87)} => {Class= True}
{flavanoids=[0.34,1.5),Proanthocyanins=[0.41,1.35),Proline=[560,835)} => {Class= True}
{TotalPhenols=[0.98,1.95),flavanoids=[0.34,1.5),Proanthocyanins=[0.41,1.35)} => {Class= True}
{AlcalinityOfAsh=[21,30],flavanoids=[0.34,1.5),Proanthocyanins=[0.41,1.35)} => {Class= True}
{Proanthocyanins=[0.41,1.35),OD280_OD315=[1.27,2.3),Proline=[560,835)} => {Class= True}
{TotalPhenols=[0.98,1.95),Proanthocyanins=[0.41,1.35),Proline=[560,835)} => {Class= True}
{TotalPhenols=[0.98,1.95),Proanthocyanins=[0.41,1.35),OD280_OD315=[1.27,2.3)} => {Class= True}
{AlcalinityOfAsh=[21,30],Proanthocyanins=[0.41,1.35),OD280_OD315=[1.27,2.3)} => {Class= True}
{MalicAcid=[2.55,5.8],Proanthocyanins=[0.41,1.35),OD280_OD315=[1.27,2.3)} => {Class= True}
{MalicAcid=[2.55,5.8],AlcalinityOfAsh=[21,30],Proanthocyanins=[0.41,1.35)} => {Class= True}
{Ash=[2.28,2.48),flavanoids=[0.34,1.5),Hue=[0.48,0.87)} => {Class= True}
{Ash=[2.28,2.48),TotalPhenols=[0.98,1.95),Hue=[0.48,0.87)} => {Class= True}
{Ash=[2.28,2.48),flavanoids=[0.34,1.5),OD280_OD315=[1.27,2.3)} => {Class= True}
{Ash=[2.28,2.48),TotalPhenols=[0.98,1.95),flavanoids=[0.34,1.5)} => {Class= True}
{Alcohol=[12.5,13.5),Hue=[0.48,0.87),Proline=[560,835)} => {Class= True}
{Alcohol=[12.5,13.5),flavanoids=[0.34,1.5),Proline=[560,835)} => {Class= True}
{Alcohol=[12.5,13.5),MalicAcid=[2.55,5.8],flavanoids=[0.34,1.5)} => {Class= True}
{Alcohol=[12.5,13.5),OD280_OD315=[1.27,2.3),Proline=[560,835)} => {Class= True}
{Alcohol=[12.5,13.5),TotalPhenols=[0.98,1.95),Proline=[560,835)} => {Class= True}
{Alcohol=[12.5,13.5),MalicAcid=[2.55,5.8],TotalPhenols=[0.98,1.95)} => {Class= True}
{flavanoids=[0.34,1.5),Hue=[0.48,0.87),Proline=[560,835)} => {Class= True}
{flavanoids=[0.34,1.5),ColorIntensity=[5.64,13],Hue=[0.48,0.87)} => {Class= True}
{AlcalinityOfAsh=[21,30],flavanoids=[0.34,1.5),Hue=[0.48,0.87)} => {Class= True}
{AlcalinityOfAsh=[18,21),flavanoids=[0.34,1.5),Hue=[0.48,0.87)} => {Class= True}
{Hue=[0.48,0.87),OD280_OD315=[1.27,2.3),Proline=[560,835)} => {Class= True}
{TotalPhenols=[0.98,1.95),Hue=[0.48,0.87),Proline=[560,835)} => {Class= True}
{NonflavanoidsPhenols=[0.42,0.66],Hue=[0.48,0.87),Proline=[560,835)} => {Class= True}
{ColorIntensity=[5.64,13],Hue=[0.48,0.87),Proline=[560,835)} => {Class= True}
{ColorIntensity=[5.64,13],Hue=[0.48,0.87),OD280_OD315=[1.27,2.3)} => {Class= True}
{AlcalinityOfAsh=[21,30],Hue=[0.48,0.87),OD280_OD315=[1.27,2.3)} => {Class= True}
{AlcalinityOfAsh=[18,21),TotalPhenols=[0.98,1.95),Hue=[0.48,0.87)} => {Class= True}
{NonflavanoidsPhenols=[0.42,0.66],ColorIntensity=[5.64,13],Hue=[0.48,0.87)} => {Class= True}
{AlcalinityOfAsh=[21,30],ColorIntensity=[5.64,13],Hue=[0.48,0.87)} => {Class= True}
{flavanoids=[0.34,1.5),NonflavanoidsPhenols=[0.42,0.66],Proline=[560,835)} => {Class= True}
{flavanoids=[0.34,1.5),ColorIntensity=[5.64,13],Proline=[560,835)} => {Class= True}
{AlcalinityOfAsh=[21,30],flavanoids=[0.34,1.5),Proline=[560,835)} => {Class= True}
{MalicAcid=[2.55,5.8],flavanoids=[0.34,1.5),Proline=[560,835)} => {Class= True}
{TotalPhenols=[0.98,1.95),flavanoids=[0.34,1.5),OD280_OD315=[1.27,2.3)} => {Class= True}
{AlcalinityOfAsh=[21,30],flavanoids=[0.34,1.5),OD280_OD315=[1.27,2.3)} => {Class= True}
{MalicAcid=[2.55,5.8],flavanoids=[0.34,1.5),OD280_OD315=[1.27,2.3)} => {Class= True}
{AlcalinityOfAsh=[18,21),flavanoids=[0.34,1.5),OD280_OD315=[1.27,2.3)} => {Class= True}
{AlcalinityOfAsh=[21,30],flavanoids=[0.34,1.5),NonflavanoidsPhenols=[0.42,0.66]} => {Class= True}
{AlcalinityOfAsh=[21,30],flavanoids=[0.34,1.5),ColorIntensity=[5.64,13]} => {Class= True}
